sym,hour,exec_vol,hidden,n_ep,n_iceberg,hidden_ask,hidden_bid,hidden_fraction,iceberg_rate,signed_hidden,ret,rv,trade_count,ofi_norm,spread,rv_next,ret_next,hour_next,contig
AVAXUSDT,473376,182292.82,2930.840000000002,2491,50,1280.0500000000022,1650.7899999999997,0.01607764913615359,0.02007226013649137,-0.002033760846971359,0.012790321213504985,0.013839049581267202,15972,0.12592112655659005,0.00023942099889162378,0.013861384613756881,-0.008035968557640327,473377.0,True
AVAXUSDT,473377,154765.34,1368.57,2611,46,701.4599999999998,667.11,0.008842871407771275,0.017617770968977403,0.0002219489195707501,-0.008035968557640327,0.013861384613756881,15913,-0.09149317652003802,0.00023598924890557777,0.008475161727859797,-0.0007123353025897394,473378.0,True
AVAXUSDT,473378,93929.58,1977.360000000001,1128,16,853.170000000001,1124.19,0.02105151540121867,0.014184397163120567,-0.0028853530485284727,-0.0007123353025897394,0.008475161727859797,7085,0.008921215905559818,0.00023722791076676193,0.008054803376817854,-0.00023761435302471767,473379.0,True
AVAXUSDT,473379,78362.2,989.9800000000002,1165,15,607.1400000000002,382.84000000000003,0.01263338701567848,0.012875536480686695,0.0028623494490966333,-0.00023761435302471767,0.008054803376817854,8280,0.13475321664739573,0.00023923676792015776,0.008215502012509583,0.0075757938084577425,473380.0,True
AVAXUSDT,473380,77511.95,1266.0900000000001,1101,16,608.7199999999999,657.3700000000001,0.016334126544358646,0.014532243415077202,-0.0006276451566500418,0.0075757938084577425,0.008215502012509583,6939,0.04933315784855664,0.0002375480746404219,0.010230578801978998,0.008218902670345418,473381.0,True
AVAXUSDT,473381,85297.76,492.8600000000001,1225,16,104.13000000000034,388.7299999999998,0.005778111875388054,0.013061224489795919,-0.003336547173102781,0.008218902670345418,0.010230578801978998,7297,0.07892849246204844,0.00023556124414286466,0.007868663498634092,-0.009873140849936846,473382.0,True
AVAXUSDT,473382,75424.64,1036.8799999999999,983,16,558.0999999999999,478.7799999999999,0.013747231673893304,0.01627670396744659,0.001051645722140669,-0.009873140849936846,0.007868663498634092,6384,-0.12820976215747665,0.00023499313538800549,0.00867716861915269,0.020339684237122846,473383.0,True
AVAXUSDT,473383,148882.92,3093.3600000000006,1781,52,1737.4300000000003,1355.9300000000003,0.020777131453359462,0.029197080291970802,0.0025624161589522824,0.020339684237122846,0.00867716861915269,14625,0.15617232534249223,0.00023454599519759551,0.009514771286427921,-0.0016216845903129773,473384.0,True
AVAXUSDT,473384,130678.07,2060.57,1751,27,615.6600000000002,1444.91,0.015768292262045194,0.015419760137064534,-0.006345747224457783,-0.0016216845903129773,0.009514771286427921,10392,-0.020841516848243865,0.000233168652537702,0.009515101855800828,0.002547772078798971,473385.0,True
AVAXUSDT,473385,122791.92,1758.1100000000006,1454,22,187.57999999999998,1570.5300000000007,0.014317798760700221,0.015130674002751032,-0.011262548871293817,0.002547772078798971,0.009515101855800828,10022,-0.02634733875709358,0.00023200400614466178,0.010767853907719976,-0.008362418069654876,473386.0,True
AVAXUSDT,473386,117233.44,823.41,1568,19,300.3100000000001,523.0999999999999,0.0070236785681628035,0.01211734693877551,-0.0019003963374272716,-0.008362418069654876,0.010767853907719976,10434,-0.09008697070554944,0.0002337811579946375,0.01122111072070514,-0.013858119607848884,473387.0,True
AVAXUSDT,473387,137803.64,1942.52,1924,51,1014.3099999999997,928.2100000000002,0.014096289473921006,0.02650727650727651,0.0006248020734430495,-0.013858119607848884,0.01122111072070514,14121,-0.15472474944212872,0.00023655468331937763,0.009202474674534744,-0.012851200187532719,473388.0,True
AVAXUSDT,473388,101828.76,1891.6999999999998,1481,39,1549.0199999999998,342.68000000000006,0.018577266383288965,0.02633355840648211,0.011846751350011528,-0.012851200187532719,0.009202474674534744,10936,0.028952804835583212,0.00023769161638570712,0.006805662860057552,0.00047892721221920453,473389.0,True
AVAXUSDT,473389,80862.31,789.3200000000002,1011,9,363.7200000000001,425.6000000000001,0.009761284336299572,0.008902077151335312,-0.0007652514502739286,0.00047892721221920453,0.006805662860057552,6295,0.049221801700242894,0.00023895194797598308,0.014689973035121413,-0.021048315460328038,473390.0,True
AVAXUSDT,473390,176065.38,2705.67,2659,67,1240.88,1464.7900000000002,0.01536741635408392,0.025197442647611885,-0.0012717434852893856,-0.021048315460328038,0.014689973035121413,21257,-0.057807304323205744,0.0002445941110713307,0.013259549117531915,0.006338392746528143,473391.0,True
AVAXUSDT,473391,150317.04,2579.26,2343,46,637.2200000000003,1942.04,0.01715879982735158,0.019632949210414,-0.008680452994550716,0.006338392746528143,0.013259549117531915,16091,-0.012860079323012946,0.0002446032841711423,0.01121214019868992,0.004847319234324576,473392.0,True
AVAXUSDT,473392,98257.27,1560.9899999999998,1599,32,523.13,1037.86,0.015886763391655394,0.020012507817385866,-0.005238594558957315,0.004847319234324576,0.01121214019868992,9364,0.09200229605374788,0.0002437781157888619,0.009378609001721097,-0.0070363022317061485,473393.0,True
AVAXUSDT,473393,63902.9,212.27000000000004,1185,7,103.05,109.22000000000003,0.00332175848044455,0.00590717299578059,-9.655273860810746e-05,-0.0070363022317061485,0.009378609001721097,6476,-0.26876315094893266,0.00024390568741445128,0.008621056902108746,-0.003170347735323986,473394.0,True
AVAXUSDT,473394,56169.11,728.4800000000002,930,20,444.86000000000024,283.62,0.012969406138000055,0.021505376344086023,0.0028706169636656203,-0.003170347735323986,0.008621056902108746,5248,-0.13445657007752085,0.00024385337895088593,0.010548992680031686,-0.0036715253580021923,473395.0,True
AVAXUSDT,473395,76392.94,331.7500000000001,1207,12,263.0400000000001,68.71000000000005,0.004342678786809358,0.009942004971002486,0.0025438214578467596,-0.0036715253580021923,0.010548992680031686,7000,-0.062052131814315785,0.0002455419072427349,0.009373120778822621,-0.008372370994038647,473396.0,True
AVAXUSDT,473396,70192.64,678.89,1189,9,339.89000000000004,339.0,0.009671811745504941,0.007569386038687973,1.2679392027426853e-05,-0.008372370994038647,0.009373120778822621,6569,-0.0465845813437611,0.0002463927921649079,0.009120351325707083,0.006654368362617014,473397.0,True
AVAXUSDT,473397,67747.56,837.0600000000003,1274,14,132.72000000000014,704.3400000000001,0.01235557413433045,0.01098901098901099,-0.00843749944647453,0.006654368362617014,0.009120351325707083,5986,0.024729118867717313,0.0002484525495489987,0.008672272990410906,0.0014731159059744314,473398.0,True
AVAXUSDT,473398,54650.42,407.4800000000001,731,11,221.70000000000007,185.78000000000003,0.0074561183610299805,0.015047879616963064,0.0006572685077260165,0.0014731159059744314,0.008672272990410906,4804,0.08986636378579559,0.00024587746465775507,0.009088976061893005,-0.0036868666563174557,473399.0,True
AVAXUSDT,473399,39048.78,84.72,917,7,7.380000000000052,77.33999999999995,0.0021695940308506436,0.007633587786259542,-0.0017916052691018746,-0.0036868666563174557,0.009088976061893005,3690,-0.06056702644465491,0.0002462257242759993,0.011136788792002977,0.003196069100453336,473400.0,True
