anchor,n_syms,train_bars,test_bars,real_k_rate,real_k_lo,real_k_hi,real_k_n,rw_rate,rw_lo,rw_hi,rw_n,phase_rate,phase_lo,phase_hi,phase_n,block_rate,block_lo,block_hi,block_n,eg_rate,eg_lo,eg_hi,eg_n
2023-07-01,43,2160,720,100.0,96.87272064186726,100.0,119,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,3.7652270210409746,2.70675780223982,5.215419565891505,903
2023-10-01,45,2160,720,99.16666666666667,95.43025846256778,99.85274821693253,120,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,1.4141414141414141,0.8442098386431938,2.3596810027142214,990
2024-01-01,50,2160,720,100.0,96.89797289440706,100.0,120,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,100.0,95.30605462258805,100.0,78,2.122448979591837,1.4524658426249775,3.091781357339607,1225
2024-04-01,50,2160,720,100.0,96.87272064186726,100.0,119,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,8.081632653061224,6.683145354266279,9.742210037348068,1225
2024-07-01,50,2160,720,100.0,96.87272064186726,100.0,119,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,100.0,95.4180263735425,100.0,80,6.448979591836735,5.205056996569027,7.965200260346752,1225
