sym,size,n,agg,naive30,naive30_fill,naive60,naive60_fill,l3_30,l3_60,l3_posted_pct,spread
BTCUSDT,10000,3744,0.018932908375647792,1.4923252224571193,48.90491452991453,1.905256475974736,59.82905982905983,0.6394281445987696,0.8434438903337844,35.14957264957265,0.006083432120497536
BTCUSDT,50000,3744,0.08663946013472625,1.6347554991205693,44.337606837606835,2.093985213183079,55.769230769230774,0.7050956687473988,0.9313245002217901,35.14957264957265,0.006083432120497536
ETHUSDT,10000,3744,0.07740311952692652,1.9386242546752885,48.63782051282051,2.3950419000267393,60.17628205128205,0.7965589612611932,0.9820415425351027,34.69551282051282,0.03945780245535429
ETHUSDT,50000,3744,0.25519345135801313,2.1762832084212858,38.06089743589743,2.7426065699001465,51.76282051282052,0.9365841653026944,1.1342904451077158,34.69551282051282,0.03945780245535429
SOLUSDT,10000,3744,0.5607853611555573,2.6814109564217503,52.00320512820513,3.3145535271837585,63.48824786324786,1.358358177746306,1.6819712990317603,33.386752136752136,0.7195749884839246
SOLUSDT,50000,3744,1.2792994923522811,3.355979537025305,35.657051282051285,4.218229422501486,49.519230769230774,2.0123638422745866,2.364948141009511,33.386752136752136,0.7195749884839246
AVAXUSDT,10000,3744,2.0871205163478876,3.363676061375953,18.61645299145299,4.064913672346482,29.407051282051285,2.6987190531365695,2.928074824076563,41.69337606837607,3.273762849813885
AVAXUSDT,50000,3744,4.45295023209641,4.909392791066469,5.128205128205128,5.499546738781448,12.01923076923077,4.6899983204105435,4.8925720589868735,41.69337606837607,3.273762849813885
