sym,size,n,agg,naive30,naive30_fill,naive60,naive60_fill,l3_30,l3_60,naive30_med,naive30_p90,naive30_p95,l3_posted_pct,spread
BTCUSDT,10000,2304,0.034543957094101324,1.2407546065578094,48.87152777777778,1.5761918995696549,59.895833333333336,0.58941271165814,0.7163592417701227,-0.0011022368810430585,4.8520893136952115,7.663780624266957,37.54340277777778,0.02113912592357576
BTCUSDT,50000,2304,0.11220509295261927,1.5040672536972353,40.53819444444444,2.019821729333191,54.513888888888886,0.6355325842031999,0.7905287228718615,-0.0010762172741068735,5.570059645491658,8.541403389351965,37.54340277777778,0.02113912592357576
ETHUSDT,10000,2304,0.07885627813677692,1.3474917126504318,40.234375,1.9520280090910131,53.776041666666664,0.5683772311542489,0.7939463105381672,-0.021255656660543985,5.64972336958743,8.327396668892526,37.109375,0.055741153052089584
ETHUSDT,50000,2304,0.23694934439878088,1.44053337223631,28.08159722222222,2.1107876390936853,42.27430555555556,0.6810492567889256,0.8747222969269266,-0.021040671860021287,6.191074274200358,9.12622166203183,37.109375,0.055741153052089584
SOLUSDT,10000,2304,0.8962160466121074,3.5683512535660498,58.767361111111114,4.162620310739854,70.92013888888889,1.94726402182731,2.176941359896709,-0.48751950193899396,14.343525324331015,20.89986355013697,32.76909722222222,1.0412409235574922
SOLUSDT,50000,2304,2.2326198295666604,4.680447041867698,36.02430555555556,6.038055088326973,53.385416666666664,3.133475583926213,3.7110984256448143,-0.4352179452311217,17.329194680344823,23.823707320988824,32.76909722222222,1.0412409235574922
AVAXUSDT,10000,2304,2.308629897891224,3.5517934530766277,23.524305555555554,4.934064538775268,38.06423611111111,2.9913297266042416,3.553191642899406,1.228350622055882,15.880351291508225,21.254971799290807,41.62326388888889,2.769161459721456
AVAXUSDT,50000,2304,4.8274268634221045,5.001905560763088,5.208333333333334,6.27537966593437,13.28125,5.294656905662887,5.841118576396291,4.179048117077778,18.93873889206046,24.96447253915256,41.62326388888889,2.769161459721456
