model,T,sr_per_bar,sr_annualized,sr_0_per_bar,sr_0_annualized,DSR,skew,kurt
transformer,6955,0.01122941432361192,1.0510155923723221,0.013111600646879544,1.2271785797281862,0.43526733898827497,7.36311104900412,322.72194000167235
sklearn_hist_gradient_boosting,6955,0.009626356573504339,0.9009776079964428,0.013111600646879544,1.2271785797281862,0.38440668659597815,2.677558472610076,152.49169415967006
zscore_rule,6955,0.008866805492321307,0.8298875220381708,0.013111600646879544,1.2271785797281862,0.3609923647398534,1.5197475685838573,164.21947189256767
lstm,6955,0.008537421709933954,0.799058889200592,0.013111600646879544,1.2271785797281862,0.35059048703910817,1.7519394203080978,170.7537195284454
majority_class,6955,0.0017295409586065645,0.16187616404177602,0.013111600646879544,1.2271785797281862,0.1681286562130873,15.244474130261253,912.228038329633
persist_class,6955,0.0,0.0,0.013111600646879544,1.2271785797281862,,,
random_stratified,6955,-0.01233082602969579,-1.1541020796418746,0.013111600646879544,1.2271785797281862,0.01690767956450096,-0.26698457508443135,72.58190440962508
