model,T,sr_per_bar,sr_annualized,sr_0_per_bar,sr_0_annualized,DSR,skew,kurt
persist_class,6955,0.0,0.0,0.10923574419484655,10.223905457987428,,,
transformer,6955,-0.021445166306522868,-2.0071575880658576,0.10923574419484655,10.223905457987428,1.1831321746649544e-24,5.127334744571999,308.5054001601911
majority_class,6955,-0.03669434884569735,-3.4344028706541168,0.10923574419484655,10.223905457987428,1.9953025124674025e-25,4.453184860983886,648.0538506855147
random_stratified,6955,-0.14004671953429912,-13.10765474042978,0.10923574419484655,10.223905457987428,3.222840174728756e-91,-1.8500952142161349,65.4442194380427
zscore_rule,6955,-0.14826480160887082,-13.876825077444485,0.10923574419484655,10.223905457987428,1.8797176236501887e-53,0.5562162723457476,160.2988024728884
lstm,6955,-0.15005605312230014,-14.044477032944618,0.10923574419484655,10.223905457987428,3.9816838599067656e-52,0.7646493096808017,164.98779668994842
sklearn_hist_gradient_boosting,6955,-0.15143975771396914,-14.173984686609455,0.10923574419484655,10.223905457987428,2.3056129720201513e-51,1.6568879997425816,147.6177917813262
