model,walk_split,n_bars,mean_pnl,iid_std,hac_std_lag24,iid_pnl_mean_to_std,hac_pnl_mean_to_std_lag24,inflation_factor
lstm,9,5000,0.002575268391355994,0.008813380140288792,0.015741039437455476,0.29219985412675153,0.1636021815197411,1.7860388621498495
transformer,9,5000,0.0024684760434358992,0.008933433952401522,0.019549952342088926,0.2763188328909415,0.12626506705704538,2.1884028522798253
persist_class,10,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,10,5000,0.0034990445796372603,0.005926972527024372,0.010144041290554821,0.5903595070979603,0.3449359559385116,1.7115046922020443
random_stratified,10,5000,-6.740578886611683e-05,0.0060959706532979965,0.006015638469418492,-0.01105743329483541,-0.011205093060160692,0.9868220848740399
zscore_rule,10,5000,0.001165512741554377,0.003956193140534688,0.007649337286210198,0.29460461108753033,0.15236780624845747,1.9335095670218907
sklearn_hist_gradient_boosting,10,5000,0.002207809480887262,0.006450380615328877,0.010260922650094088,0.34227584580676645,0.21516675996646534,1.5907468507687321
lstm,10,5000,0.00193402744274455,0.006594675413767107,0.01059598680668778,0.2932710590588061,0.18252452348504872,1.6067487998829324
transformer,10,5000,-0.003493902204605263,0.005928183264339471,0.01015570233596387,-0.5893714901869789,-0.3440335379102719,1.7131221966525079
persist_class,11,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,11,5000,0.0027046762442679375,0.004767790620064164,0.008342174544808963,0.5672808350446267,0.32421717260171223,1.7496939797865314
random_stratified,11,5000,-3.106754306408961e-05,0.004596278931214265,0.004663988077859688,-0.006759281481614095,-0.006661154047877959,1.014731296263505
zscore_rule,11,5000,0.0008100504868308033,0.003063026016226924,0.005813467099003791,0.2644608575113032,0.13934034080447713,1.897948978626338
sklearn_hist_gradient_boosting,11,5000,0.001336596085041626,0.005075633333398761,0.008369911728584197,0.2633358237772094,0.1596905831726993,1.6490378990752492
lstm,11,5000,0.0013065466327762552,0.0051004143998789695,0.008254933188408009,0.25616479963025335,0.15827464656055285,1.6184828410420717
transformer,11,5000,7.077666091048502e-05,0.005163001320999772,0.005102336419219481,0.013708433624181159,0.013871421853698922,0.9882500704515521
persist_class,12,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,12,5000,-0.005826551801478689,0.013256009666447894,0.023402119829369687,-0.43954040077582285,-0.24897538530532434,1.7653970099767258
random_stratified,12,5000,0.00015160044001377967,0.012163027610645475,0.012184236703850432,0.01246403813809434,0.012442341994707905,1.0017437346920428
zscore_rule,12,5000,0.0028862620540276132,0.009346867002423044,0.019061352663782966,0.3087945996534871,0.15141958206940798,2.0393306825529427
sklearn_hist_gradient_boosting,12,5000,0.003608954279684292,0.013280519182704878,0.021982352552039126,0.2717479813879721,0.16417507048623503,1.6552329204619185
lstm,12,5000,0.003700666120105246,0.013905728566866633,0.02492463642390256,0.2661252952199048,0.14847422675166214,1.7924006141821889
transformer,12,5000,0.004263165196535764,0.01347038332048496,0.02023916821742,0.3164843267713544,0.2106393479583033,1.502493859001137
persist_class,13,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,13,5000,-0.005539916033687083,0.010088049682362668,0.017470168599845525,-0.549156299594037,-0.31710718771976065,1.7317686916619082
random_stratified,13,5000,-0.000147392980177939,0.009738220021899151,0.009427115229879062,-0.015135515509660292,-0.01563500355981433,0.9680532180089911
